id,company_id,name,first_name,last_name,open_deals_count,related_open_deals_count,closed_deals_count,related_closed_deals_count,participant_open_deals_count,participant_closed_deals_count,email_messages_count,activities_count,done_activities_count,undone_activities_count,files_count,notes_count,followers_count,won_deals_count,related_won_deals_count,lost_deals_count,related_lost_deals_count,active_flag,phone,email,first_char,update_time,delete_time,add_time,visible_to,picture_id,next_activity_date,next_activity_time,next_activity_id,last_activity_id,last_activity_date,last_incoming_mail_time,last_outgoing_mail_time,label,label_ids,im,postal_address,postal_address_lat,postal_address_long,postal_address_subpremise,postal_address_street_number,postal_address_route,postal_address_sublocality,postal_address_locality,postal_address_admin_area_level_1,postal_address_admin_area_level_2,postal_address_country,postal_address_postal_code,postal_address_formatted_address,notes,birthday,job_title,org_name,owner_name,primary_email,cc_email,owner_id.id,owner_id.name,owner_id.email,owner_id.has_pic,owner_id.pic_hash,owner_id.active_flag,owner_id.value,org_id.name,org_id.people_count,org_id.owner_id,org_id.address,org_id.label_ids,org_id.active_flag,org_id.cc_email,org_id.owner_name,org_id.value
1,13934494,Alyssa Cooley,Alyssa,Cooley,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '616-382-4998', 'primary': True}, {'label': 'work', 'value': 'melissarussell@example.org', 'primary': False}, {'label': 'work', 'value': 'bauerseth@example.net', 'primary': False}]",a,2024-12-03 10:34:53,,2024-12-03 10:34:50,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Walker Inc,Jesús Maeso,616-382-4998,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,Walker Inc,1,22693865,"8121 Edward Lake Suite 552, Robertport, MH 44045",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,4
2,13934494,Brooke Rocha,Brooke,Rocha,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '(615)472-6931x96207', 'primary': True}, {'label': 'work', 'value': 'johncarrillo@example.org', 'primary': False}, {'label': 'work', 'value': 'kelli94@example.com', 'primary': False}]",b,2024-12-03 10:34:53,,2024-12-03 10:34:50,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Barton Ltd,Jesús Maeso,(615)472-6931x96207,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,Barton Ltd,1,22693865,"5438 Randall Mountain, Williamsbury, MA 06898",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,3
3,13934494,Rebekah Diaz,Rebekah,Diaz,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '938-623-0572x4459', 'primary': True}, {'label': 'work', 'value': 'kmacdonald@example.org', 'primary': False}, {'label': 'work', 'value': 'charles70@example.org', 'primary': False}]",r,2024-12-03 10:34:53,,2024-12-03 10:34:50,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Casey and Sons,Jesús Maeso,938-623-0572x4459,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,Casey and Sons,1,22693865,"4847 Marie Curve Suite 893, Michaelstad, CA 75678",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,5
4,13934494,Kayla Russell,Kayla,Russell,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '001-447-924-7228x5869', 'primary': True}, {'label': 'work', 'value': 'loririchards@example.net', 'primary': False}, {'label': 'work', 'value': 'obriensandra@example.net', 'primary': False}]",k,2024-12-03 10:34:53,,2024-12-03 10:34:50,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Mejia PLC,Jesús Maeso,001-447-924-7228x5869,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,Mejia PLC,1,22693865,"3619 Michael Roads, Justinstad, CT 10190",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,1
5,13934494,Ernest Price,Ernest,Price,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '512.978.6585x344', 'primary': True}, {'label': 'work', 'value': 'michellestafford@example.net', 'primary': False}, {'label': 'work', 'value': 'stephanie70@example.org', 'primary': False}]",e,2024-12-03 10:34:53,,2024-12-03 10:34:50,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Mayo-Nguyen,Jesús Maeso,512.978.6585x344,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,Mayo-Nguyen,1,22693865,"206 Jonathan Tunnel, North Judith, WV 53701",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,2
6,13934494,Karen Velasquez,Karen,Velasquez,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '2123629746', 'primary': True}, {'label': 'work', 'value': 'joesims@example.org', 'primary': False}, {'label': 'work', 'value': 'mia62@example.org', 'primary': False}]",k,2024-12-03 10:34:53,,2024-12-03 10:34:51,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Mann Group,Jesús Maeso,2123629746,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,Mann Group,1,22693865,"521 Burton Burgs, North Loganside, ME 88701",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,6
7,13934494,Suzanne Johnson,Suzanne,Johnson,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '+1-504-823-4515x0681', 'primary': True}, {'label': 'work', 'value': 'robert36@example.com', 'primary': False}, {'label': 'work', 'value': 'danielholden@example.org', 'primary': False}]",s,2024-12-03 10:34:53,,2024-12-03 10:34:52,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Wyatt Inc,Jesús Maeso,+1-504-823-4515x0681,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,Wyatt Inc,1,22693865,"USCGC Moreno, FPO AP 16659",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,10
8,13934494,Cynthia Carter,Cynthia,Carter,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '+1-291-959-4348x20716', 'primary': True}, {'label': 'work', 'value': 'sullivanmary@example.com', 'primary': False}, {'label': 'work', 'value': 'averydenise@example.com', 'primary': False}]",c,2024-12-03 10:34:53,,2024-12-03 10:34:52,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,"Peters, Vaughn and Beck",Jesús Maeso,+1-291-959-4348x20716,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,"Peters, Vaughn and Beck",1,22693865,"200 Angela Port Apt. 579, South Ryan, NC 73884",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,9
9,13934494,Jacqueline Wise,Jacqueline,Wise,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '001-573-213-2794x90253', 'primary': True}, {'label': 'work', 'value': 'tiffany37@example.net', 'primary': False}, {'label': 'work', 'value': 'daniellefry@example.net', 'primary': False}]",j,2024-12-03 10:34:53,,2024-12-03 10:34:52,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Parker PLC,Jesús Maeso,001-573-213-2794x90253,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,Parker PLC,1,22693865,"02189 Melanie Glen, Jennifermouth, AS 72011",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,7
10,13934494,Melanie Adams,Melanie,Adams,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '3218882827', 'primary': True}, {'label': 'work', 'value': 'erikswanson@example.net', 'primary': False}, {'label': 'work', 'value': 'davidrobert@example.org', 'primary': False}]",m,2024-12-03 10:34:54,,2024-12-03 10:34:52,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,"Massey, Morgan and Bates",Jesús Maeso,3218882827,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,"Massey, Morgan and Bates",1,22693865,"4915 Garrett Mission Suite 160, Barkerberg, GU 39254",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,8
11,13934494,Ronald Durham,Ronald,Durham,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '+1-885-267-0086x5069', 'primary': True}, {'label': 'work', 'value': 'adam48@example.net', 'primary': False}, {'label': 'work', 'value': 'andrea23@example.net', 'primary': False}]",r,2024-12-03 10:34:56,,2024-12-03 10:34:54,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,"Johnson, Warren and Moore",Jesús Maeso,+1-885-267-0086x5069,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,"Johnson, Warren and Moore",1,22693865,"94886 Martin Underpass Apt. 147, West Brittanyland, MT 51234",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,12
12,13934494,Amanda Garrett,Amanda,Garrett,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '+1-678-467-1463x84946', 'primary': True}, {'label': 'work', 'value': 'mckinneyshane@example.com', 'primary': False}, {'label': 'work', 'value': 'wrightpatricia@example.com', 'primary': False}]",a,2024-12-03 10:34:56,,2024-12-03 10:34:54,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Hicks-Walker,Jesús Maeso,+1-678-467-1463x84946,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,Hicks-Walker,1,22693865,"51334 Walsh Mountains Apt. 863, West Sandrahaven, NV 92768",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,13
13,13934494,Keith Christensen,Keith,Christensen,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '(640)258-6583x3595', 'primary': True}, {'label': 'work', 'value': 'manuelpowell@example.com', 'primary': False}, {'label': 'work', 'value': 'johnjohnson@example.org', 'primary': False}]",k,2024-12-03 10:34:57,,2024-12-03 10:34:54,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Palmer Inc,Jesús Maeso,(640)258-6583x3595,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,Palmer Inc,1,22693865,"9885 Collins Plains, North Kathleen, TX 42179",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,11
14,13934494,Michael Alvarez,Michael,Alvarez,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '212-601-8222x9536', 'primary': True}, {'label': 'work', 'value': 'parkerjoshua@example.com', 'primary': False}, {'label': 'work', 'value': 'anthonywall@example.net', 'primary': False}]",m,2024-12-03 10:34:57,,2024-12-03 10:34:54,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Melendez-Mccormick,Jesús Maeso,212-601-8222x9536,jesusmaeso-sandbox@pipedrivemail.com,22693865,Jesús Maeso,jesusmaesog@gmail.com,0,,True,22693865,Melendez-Mccormick,1,22693865,"05734 Marie Points, Lake Ralphchester, AZ 20079",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,14
